,Job Title,Rating,Size,Type of ownership,Industry,Revenue,Competitors,Salary_min,Salary_max
256,2021 Summer Analyst Program- Data & Analytics Solutions,3.2,10000 , Public,Investment Banking & Asset Management,10 B ,"State Street, Northern Trust, BlackRock",73,127 
257,Data Analyst - QC,2.9, 5000 , Private,Staffing & Outsourcing, 1 B ,-1,73,127 
258,People Operations & Data Analyst,2.3, 500 , Private,-1,Unknown / Non-Applicable,-1,73,127 
259,Lead Data Analyst (Product),-1.0, 50 , Private,Advertising & Marketing,Unknown / Non-Applicable,-1,73,127 
260,Data Analyst - III,4.2, 50 , Private,Advertising & Marketing, 5 M ,-1,73,127 
261,SQL Data Analyst,3.4, 200 , Private,Consulting, 25 M ,-1,73,127 
262,Healthcare Data/Reporting Analyst,3.1, 500 , Private,Staffing & Outsourcing, 50 M ,-1,73,127 
263,Epic Data Intelligence Analyst,3.9, 5000 ,Other,-1,Unknown / Non-Applicable,-1,73,127 
264,"JPSC-8461 - Position: 13,52,53 Data Analyst",4.5, 1000 , Private,IT Services, 100 M ,-1,73,127 
265,Data Analyst - Analytics/SQL,4.0, 50 , Private,Accounting,Less than 1 M ,-1,84,90 
266,Data Analyst-Excel,2.6, 50 , Private,Computer Hardware & Software,Less than 1 M ,-1,84,90 
267,Data Remediation Analyst,-1.0, 50 , Private,IT Services,Unknown / Non-Applicable,-1,84,90 
268,Data Analyst with Python or Python developer,3.9, 1000 , Private,IT Services, 500 M ,-1,84,90 
269,Data Entry Clerk / Data analyst,4.1, 200 , Private,Staffing & Outsourcing, 10 M ,-1,84,90 
270,"Senior Analyst, Data and Insights (Wirecutter)",3.8, 5000 , Public,News Outlet, 2 B ,-1,84,90 
271,ETL Developer / Data Analyst,5.0, 50 , Public,-1,Unknown / Non-Applicable,-1,84,90 
272,Big Data Programmer Analyst,-1.0,-1,Other,-1,-1,-1,84,90 
273,Data Governance Analyst,3.8, 5000 , Private,Staffing & Outsourcing, 500 M ,"Mindlance, Artech Information Systems, Pyramid Consulting",84,90 
274,Data Analyst with Python,3.9, 1000 , Private,IT Services, 500 M ,-1,84,90 
275,Data Analyst/Project Manager,3.0,Unknown, Public,-1,Unknown / Non-Applicable,-1,84,90 
276,Data Analyst - Intex Developer,-1.0,-1,Other,-1,-1,-1,84,90 
277,Analyst Business Data,4.0,10000 ,Other,Health Care Services & Hospitals,10 B ,"Catholic Health System, NewYork-Presbyterian Hospital",84,90 
278,Sr. Datastage and Data Analyst,4.8, 50 , Private,IT Services,Unknown / Non-Applicable,-1,84,90 
279,Programmer Data Analyst,-1.0,-1,Other,-1,-1,-1,84,90 
280,Consumer Lending Data Analyst,3.8, 5000 , Public,Consulting, 2 B ,-1,84,90 
281,Encounter Data Analyst,3.5, 1000 ,Other,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,84,90 
282,Business Analyst/PM/Data Analyst - Investment Bank,3.0, 500 , Private,Computer Hardware & Software, 50 M ,-1,84,90 
283,"Healthcare Analyst, Claims/Encounter Data",3.1, 5000 ,Other,Insurance Carriers,Unknown / Non-Applicable,"EmblemHealth, UnitedHealth Group, Aetna",27,52 
284,Data Analyst,-1.0, 50 , Public,Commercial Equipment Repair & Maintenance,Unknown / Non-Applicable,-1,27,52 
285,TX Healthcare Data/Reporting Analyst,3.5, 500 , Private,Health Care Services & Hospitals, 100 M ,-1,27,52 
286,Senior Data Analyst - Regulatory Reporting,4.0,10000 , Private,IT Services, 1 B ,-1,27,52 
287,Senior Specialist Data Analyst,3.2,10000 , Public,Investment Banking & Asset Management,10 B ,"State Street, Northern Trust, BlackRock",27,52 
288,SQL Report Developer Data Analyst,3.3,10000 , Public,Banks & Credit Unions, 10 B ,-1,27,52 
289,Clinical Data Analyst,-1.0, 50 , Private,IT Services, 5 M ,-1,27,52 
290,"Data Analyst,, Sales Operations - Oracle Data Cloud",3.6,10000 , Public,Enterprise Software & Network Solutions,10 B ,"SAP, Salesforce, Microsoft",27,52 
291,Data Analyst - Machine Learning,-1.0, 50 , Private,-1,Unknown / Non-Applicable,-1,27,52 
292,"Senior Analyst, Data Analytics",3.6, 1000 , Private,Advertising & Marketing, 500 M ,-1,27,52 
293,Senior Data Analyst (Product),4.3, 200 , Private,Health Care Services & Hospitals, 100 M ,-1,27,52 
294,Senior Data Analyst - Data Cataloging / Data Profiling,4.0, 1000 , Private,IT Services, 100 M ,-1,27,52 
295,2021 Summer Analyst Program- Data & Analytics Solutions,3.7, 1000 ,Other,Investment Banking & Asset Management, 500 M ,-1,27,52 
296,Technical Data Analyst,4.1,10000 , Public,Staffing & Outsourcing, 2 B ,-1,27,52 
297,"Senior Analyst, Customer Master Data",3.3, 10000 , Public,Biotech & Pharmaceuticals, 5 B ,"Teva Pharmaceuticals, Sandoz International, Perrigo",27,52 
298,Data Analyst/Project Manager,3.4,10000 , Public,Investment Banking & Asset Management,10 B ,"Bank Of Tokyo-Mitsubishi UFJ, Mizuho Financial Group, Citi",27,52 
299,Data Analyst II - Division of Endocrinology,3.1, 5000 ,Other,Health Care Services & Hospitals, 1 B ,-1,27,52 
300,Sr. Reference Data Business Analyst - SQL,3.7,10000 , Public,Investment Banking & Asset Management,10 B ,-1,27,52 
301,Data Analyst - Actuarial Background,-1.0,-1,Other,-1,-1,-1,27,52 
302,Data Management Analyst (ADDM04) SEC SVCS OPS DATA GOVERNANCE - NA,3.9,10000 , Public,Investment Banking & Asset Management,10 B ,-1,27,52 
303,BA With Data Analyst Skills,4.1, 1000 , Private,Staffing & Outsourcing, 500 M ,-1,27,52 
304,"Data & Reporting Analyst, GNHCC",3.3, 5000 ,Other,Social Assistance, 100 M ,-1,27,52 
305,Principal Business Analyst - Data Governance,4.1, 5000 ,Other,Video Games, 25 M ,-1,27,52 
306,Business Analyst/Data Analyst - Capital Markets,3.0, 500 , Private,Computer Hardware & Software, 50 M ,-1,27,52 
307,".net, sharepoint, Java, Data analyst, Business Analyst",3.4, 200 , Private,IT Services, 10 M ,-1,27,52 
308,ETL Datastage Developer/IBM Infosphere Datastage Consultant(ETL Data Analyst)-Only NY/NJ candidates Please,4.8, 50 , Private,IT Services,Unknown / Non-Applicable,-1,27,52 
309,Consumer Lending Data Analyst,3.2,10000 , Public,Publishing, 5 B ,RELX,27,52 
310,Data Analyst - CBCH,3.8, 10000 ,Other,Health Care Services & Hospitals, 1 B ,-1,27,52 
311,Solar Data Analyst,3.7, 1000 , Private,Energy,Unknown / Non-Applicable,"Sunrun, Vivint Solar, Trinity Solar",27,52 
312,Data Science Lead Analyst,4.6, 200 , Private,IT Services, 50 M ,-1,27,52 
313,Clinical Data Analyst,2.7, 5000 ,Other,Health Care Services & Hospitals,Unknown / Non-Applicable,"Northwell Health, Stony Brook University Medical, Catholic Health Services of Long Island",42,74 
314,"Remote: Data Analyst (Data Lineage, Financial industry)_Long term",4.0, 1000 , Private,IT Services, 100 M ,-1,42,74 
315,Senior Data Analyst,-1.0,-1,Other,-1,-1,-1,42,74 
316,Data Governance Analyst,3.5, 50 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,42,74 
317,"Data Management, Firmwide Data Quality, Analyst",3.9,10000 , Public,Investment Banking & Asset Management,10 B ,-1,42,74 
318,Compensation and Data Analyst (Human Resources),4.1, 500 , Private,Health Care Services & Hospitals, 25 M ,"Fastaff, Kaiser Permanente, American Traveler",42,74 
319,Senior Data Analyst,3.1, 10000 ,Other,Social Assistance, 500 M ,-1,42,74 
320,"Data Analyst II, Division of Gastroenterology (Research)",3.1, 5000 ,Other,Health Care Services & Hospitals, 1 B ,-1,42,74 
321,NY Healthcare Data/Reporting Analyst,3.9, 1000 , Private,IT Services, 500 M ,-1,42,74 
322,Data Analyst,4.3, 50 , Private,Consulting,Unknown / Non-Applicable,-1,42,74 
323,Big Data QA Analyst / QA Tester / Test Analyst,3.7, 500 , Private,Enterprise Software & Network Solutions, 25 M ,"Infosys, Cognizant Technology Solutions, Tata Consultancy Services",42,74 
324,Senior Data Analyst,3.2, 5000 ,Other,Insurance Carriers, 500 M ,-1,42,74 
325,Senior Supply Chain Data Analyst,3.8, 5000 , Public,"Health, Beauty, & Fitness",Unknown / Non-Applicable,-1,42,74 
326,"Data Analyst, Capital Markets (Manager)",3.5,10000 , Public,IT Services, 5 B ,"Accenture, IBM, Capgemini",42,74 
327,"Analyst, People Operations & HR Data",-1.0,-1,Other,-1,-1,-1,42,74 
328,"Senior Analyst, Data Instrumentation & Quality (Disney+)",3.6, 1000 , Private,Internet,Unknown / Non-Applicable,-1,42,74 
329,CIB F&BM Global Program Management EMEA - International Regulatory - Data Provisioning Business Analyst - Associate,3.9,10000 , Public,Investment Banking & Asset Management,10 B ,-1,42,74 
330,Business Data Analyst (Financial Services),-1.0, 50 , Private,-1,Less than 1 M ,-1,42,74 
331,Senior IT Technical Data Analyst,2.4, 5000 ,Other,Insurance Carriers, 10 B ,-1,42,74 
332,Data Analyst/Data Acquisition Speciliest with Financial Industry Exp,4.0, 1000 , Private,IT Services, 100 M ,-1,42,74 
333,Data Analyst/Data Scanning with Financial Industry exp,4.0, 1000 , Private,IT Services, 100 M ,-1,42,74 
334,"Sr Business Analyst, Data Science",3.6, 500 , Private,Other Retail Stores,Unknown / Non-Applicable,"H&R Block, Liberty Tax Service, Intuit",42,74 
335,Senior Data Analyst - Data Governance,4.0, 1000 , Private,IT Services, 100 M ,-1,42,74 
336,"Senior Manager, Data Analyst",3.2, 200 ,Other,Health Fundraising Organizations, 50 M ,-1,42,74 
337,Senior Business Intelligence & Data Science Analyst,2.5, 50 , Private,-1,Unknown / Non-Applicable,-1,42,74 
338,Risk Adjustment Data Analyst,3.6, 5000 ,Other,Insurance Carriers,10 B ,"UnitedHealth Group, Cigna, Aetna",42,74 
339,Data Analyst III,3.0, 500 ,Other,Health Care Services & Hospitals, 100 M ,-1,42,74 
340,"Sr. Data Analyst, Retail Media",3.9, 5000 , Public,Internet, 5 B ,"MediaMath, Conversant, AppNexus",77,132 
341,Sr IT Technical Data Analyst,2.4, 5000 ,Other,Insurance Carriers, 10 B ,-1,77,132 
342,Senior Marketing Data Analyst,2.8, 50 , Private,Advertising & Marketing,Unknown / Non-Applicable,-1,77,132 
343,Data Analyst III,4.4, 50 , Private,Consulting,Unknown / Non-Applicable,-1,77,132 
344,TX Healthcare Data/Reporting Analyst,4.8, 50 , Private,IT Services,Unknown / Non-Applicable,-1,77,132 
345,Senior SQL Data Warehouse Analyst,2.8, 5000 , Public,Investment Banking & Asset Management, 10 B ,-1,77,132 
346,Data Analyst Junior,5.0, 200 , Private,IT Services, 100 M ,-1,77,132 
347,SR. Power BI with DAX - Data Analyst,3.7, 500 , Public,Computer Hardware & Software, 5 M ,-1,77,132 
348,Informatica IDQ - Data Quality Analyst (Contract),4.0, 50 , Private,Staffing & Outsourcing, 5 M ,-1,77,132 
349,"Senior Solutions Analyst, Data Specialist",4.2, 500 , Private,Enterprise Software & Network Solutions, 100 M ,-1,77,132 
350,Operations data analyst,-1.0,-1,Other,-1,-1,-1,77,132 
351,HR Data Analyst,3.5,10000 , Public,Staffing & Outsourcing, 5 B ,"Adecco, Manpower",77,132 
352,Healthcare Senior Data Analyst - HEDIS,2.0, 1000 ,Other,Health Care Services & Hospitals, 500 M ,-1,77,132 
353,Senior Data Quality Analyst,3.3,10000 , Public,Health Care Services & Hospitals, 10 B ,"LabCorp, Bio-Reference Labs, Thermo Fisher Scientific",77,132 
354,Financial Data Analyst - Accounting ll,-1.0, 200 , Public,-1, 5 M ,-1,77,132 
355,Data Analyst - Litigation,-1.0,-1,Other,-1,-1,-1,77,132 
356,Quantitative Data Analyst/Developer,5.0, 50 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,77,132 
357,"Sr Business Data Analyst SAP, SKU, Supply Chain",3.4, 5000 , Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,77,132 
358,"Senior Data Analyst, Gas Planning and Design Engineering",3.6,10000 , Public,Utilities, 10 B ,Northeast Utilities,77,132 
359,Data Analyst - Cardiac Cath Lab,2.1, 1000 , Public,-1, 10 M ,-1,77,132 
360,Senior Data Business Analyst,2.8, 5000 ,Other,Advertising & Marketing, 5 B ,-1,77,132 
361,Business Analyst/Data Analyst - Capital Markets Data,3.0, 500 , Private,Computer Hardware & Software, 50 M ,-1,77,132 
362,"Firmwide Reference Data Operations, Pricing Operations, Analyst",3.9,10000 , Public,Investment Banking & Asset Management,10 B ,-1,77,132 
363,Senior Healthcare Data Analyst,4.5, 200 , Private,Consulting, 10 M ,-1,77,132 
364,"Data Analyst, Quality & Patient Safety",-1.0,-1,Other,-1,-1,-1,77,132 
365,Senior Data Analyst - FHC - Family Support Center,4.0,10000 ,Other,Health Care Services & Hospitals, 10 B ,"NewYork-Presbyterian Hospital, Northwell Health",77,132 
366,QA Data Analyst,5.0, 50 , Private,Advertising & Marketing,Less than 1 M ,-1,77,132 
367,Sr Data Analyst for Customer Based Management,3.0,10000 , Public,-1,Unknown / Non-Applicable,-1,77,132 
368,"Data Analyst/Project Manager in Jersey City, New Jersey | Careers at Harborside",3.4,10000 , Public,Investment Banking & Asset Management,10 B ,"Bank Of Tokyo-Mitsubishi UFJ, Mizuho Financial Group, Citi",77,132 
369,Senior Financial Analyst - Enterprise Data,3.2, 1000 , Private,Investment Banking & Asset Management,Unknown / Non-Applicable,-1,98,114 
370,Data Analyst with Data Lineage/Rochade,4.0, 1000 , Private,IT Services, 100 M ,-1,98,114 
371,Senior Market Data Content Acquisition/Procurement Analyst,2.8, 5000 , Public,Investment Banking & Asset Management, 10 B ,-1,98,114 
372,Sr. Specialist Reporting Data Analyst /Engineer - Cloud,3.2,10000 , Public,Investment Banking & Asset Management,10 B ,"State Street, Northern Trust, BlackRock",98,114 
373,"Senior Business Analyst, Data Management",3.4, 5000 , Private,Insurance Carriers, 25 M ,"Arbella Insurance, Safety Insurance",98,114 
374,Data Science Analyst II - Mount Sinai Health Partners,3.4,10000 ,Other,Health Care Services & Hospitals, 2 B ,-1,98,114 
375,NY Healthcare Data/Reporting Analyst,3.5, 500 , Private,Health Care Services & Hospitals, 100 M ,-1,98,114 
376,Data Analyst,3.3, 200 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,Kelly,98,114 
377,Technical Business Analyst with Retail Banking and Large Data Program,3.7, 200 , Private,Staffing & Outsourcing, 100 M ,"Artech Information Systems, Mindlance, Tech Mahindra",98,114 
378,Principal Sales Operations Analyst - Oracle Data Cloud,3.6,10000 , Public,Enterprise Software & Network Solutions,10 B ,"SAP, Salesforce, Microsoft",98,114 
379,QA Production Data Analyst,2.7, 5000 ,Other,Health Care Services & Hospitals, 5 B ,-1,98,114 
380,JPSC-7462 - Data Analyst Lead - Sr. Tableau Lead,4.5, 1000 , Private,IT Services, 100 M ,-1,98,114 
381,Data Services Lead Analyst,2.5, 50 , Private,IT Services,Less than 1 M ,-1,98,114 
382,"Sr Data Analyst, Go-Live",4.4, 1000 , Private,Research & Development,Unknown / Non-Applicable,"Signifyd, Forter",98,114 
383,Data Analyst III- SAS req'd,-1.0,-1,Other,-1,-1,-1,98,114 
384,Senior Healthcare Data Analyst,4.3, 200 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,98,114 
385,Regulatory Risk Management Data Analytics and Reporting Analyst,5.0, 50 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,98,114 
386,NY Healthcare Data/Reporting Analyst,4.4, 50 , Private,Computer Hardware & Software, 5 M ,-1,98,114 
387,"Specialist, Data and Reporting Analyst - IT Change Management",3.2,10000 , Public,Investment Banking & Asset Management,10 B ,"State Street, Northern Trust, BlackRock",98,114 
388,Datastage Developer/Consultant/IBM Websphere Datastage Developer(ETL Data Analyst)-Only Local to NY/,4.8, 50 , Private,IT Services,Unknown / Non-Applicable,-1,98,114 
389,Data Analyst III- SAS req'd,3.0, 500 ,Other,Health Care Services & Hospitals, 100 M ,-1,98,114 
390,Data Warehouse systems analyst,5.0, 200 , Public,-1,Unknown / Non-Applicable,-1,98,114 
391,TX Healthcare Data/Reporting Analyst,3.4,Unknown,Other,Staffing & Outsourcing,Unknown / Non-Applicable,-1,98,114 
392,NY Healthcare Data/Reporting Analyst,4.2, 1000 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,98,114 
393,Sr. Data Analyst - RWE,4.2, 500 ,Other,Staffing & Outsourcing, 500 M ,-1,98,114 
394,Data Migration Lead/ Analyst (migration of data to the new target system),3.4, 50 , Private,Advertising & Marketing, 5 M ,-1,98,114 
395,Senior Data Analytics Solutions Analyst,3.1, 200 , Private,Consulting, 25 M ,-1,98,114 
396,Technical Analyst - Access/Identity Data Security,-1.0,-1,Other,-1,-1,-1,98,114 
397,Data Analyst - Cardiac Cath Lab,3.7,10000 ,Other,Health Care Services & Hospitals, 2 B ,"Atlantic Health System, Robert Wood Johnson University Hospital, Solaris Health System",98,114 
398,Data Quality Management Analyst,4.0, 1000 , Private,IT Services, 100 M ,-1,98,114 
399,"Business Analyst (SQL/SQL TOAD, Excel, XML, X12, HL7 messaging, data quality analysis)",4.3, 500 , Private,Consumer Products Manufacturing, 10 M ,-1,48,96 
400,Senior Teradata Developer / Data Analyst,3.8,10000 , Public,Enterprise Software & Network Solutions,10 B ,"Accenture, CGI, Sopra Steria",48,96 
401,Data & Interface Analyst,2.4, 1000 , Private,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,48,96 
402,NY Healthcare Data/Reporting Analyst,3.4,Unknown,Other,Staffing & Outsourcing,Unknown / Non-Applicable,-1,48,96 
403,Healthcare Senior Data Analyst - HEDIS,-1.0,Unknown, Private,-1,Unknown / Non-Applicable,-1,48,96 
404,Data Analyst (Must have PL/SQL and Healthcare background),-1.0,-1,Other,-1,-1,-1,48,96 
405,Data Analyst / IT Data & Business Intelligence,4.0, 50 , Private,Accounting,Less than 1 M ,-1,48,96 
406,Sr. Specialist Reporting Data Analyst -Technology,3.2,10000 , Public,Investment Banking & Asset Management,10 B ,"State Street, Northern Trust, BlackRock",48,96 
407,Sr. Programmer Analyst - Big Data,3.3, 200 , Private,Staffing & Outsourcing, 25 M ,-1,48,96 
408,Senior Data Analyst - FHC - Family Support Center,-1.0,-1,Other,-1,-1,-1,48,96 
409,Data Analyst â Junior,5.0, 200 , Private,IT Services, 100 M ,-1,48,96 
410,Sr. Principal Metrics Analyst- Data Scientist,3.2,10000 , Public,Investment Banking & Asset Management,10 B ,"State Street, Northern Trust, BlackRock",48,96 
411,Product & Pricing Data Analyst,3.1, 5000 , Private,Lending,10 B ,-1,48,96 
412,SAP Data Analyst,3.9, 5000 , Public,IT Services, 2 B ,-1,48,96 
413,"Senior Data Analyst (E-commerce, Marketing)",-1.0,-1,Other,-1,-1,-1,48,96 
414,Clinical Data Designer (Sr. SDTM Programmer/Analyst),2.5, 200 , Private,Staffing & Outsourcing,Unknown / Non-Applicable,-1,48,96 
415,Senior Data Analytics Solutions Analyst with Security Clearance,3.1, 200 , Private,Consulting, 25 M ,-1,48,96 
416,"JPSC-7176 - Position 35, 59, 62, 100,101,102, 141,142,166 : Senior Data Analyst",4.5, 1000 , Private,IT Services, 100 M ,-1,48,96 
417,Senior Billing Data Analyst,3.2, 5000 ,Other,Health Care Services & Hospitals,Unknown / Non-Applicable,-1,48,96 
418,Master Data Analyst,4.4, 50 , Private,Consulting,Unknown / Non-Applicable,-1,48,96 
419,Sr. Data Analyst,3.8, 50 ,Other,-1,Unknown / Non-Applicable,-1,48,96 
420,"Senior Functional Analyst SAP Data design, SD/MM/PP",3.4, 5000 , Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,48,96 
421,Data Analyst,-1.0, 200 ,Other,Municipal Governments,Unknown / Non-Applicable,-1,26,47 
422,Data Analyst,2.0, 200 , Private,Electrical & Electronic Manufacturing, 10 M ,-1,26,47 
423,Data Analyst,4.2,10000 ,Other,Colleges & Universities, 5 B ,-1,26,47 
424,Data Analyst,3.6, 1000 , Private,Computer Hardware & Software, 500 M ,"TEKsystems, Randstad US",26,47 
425,Data Analyst,4.3, 50 , Private,Consulting, 5 M ,-1,26,47 
426,Data Analyst,4.0, 1000 , Public,-1,Unknown / Non-Applicable,-1,26,47 
427,Data Engineer / Data Analyst,4.3,10000 , Private,Consulting, 100 M ,-1,26,47 
428,Junior Data Analyst,4.1, 200 , Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,-1,26,47 
429,Data Analyst,4.5, 200 , Private,-1,Unknown / Non-Applicable,-1,26,47 
430,Data Analyst : 20,4.6, 200 , Private,Staffing & Outsourcing, 50 M ,"Collabera, Artech Information Systems, TEKsystems",26,47 
431,Data Intelligence - Product Data Quality Analyst (DE - RefData) - Data as a Service,4.0,10000 , Public,Investment Banking & Asset Management,10 B ,"J.P. Morgan, Merrill Lynch, Morgan Stanley",26,47 
432,Data Engineer/Data Analyst (REMOTE/Eventually Onsite),4.1, 1000 , Private,IT Services,Unknown / Non-Applicable,-1,26,47 
433,Data Engineer/Analyst,3.6, 1000 , Private,Staffing & Outsourcing, 50 M ,-1,26,47 
434,Quality Data Analyst,2.6, 500 , Private,Consumer Products Manufacturing, 100 M ,-1,26,47 
